SquareRootSum,Well Name,API Number
24447.691201624744,BLUE RIDGE 41-30MBH ULW,33-053-05106-0000
25183.013917259785,BIG BEND 21-2MBH,33-053-05165-0000
25130.322296293776,LEFTY  5200 14-30 #3B,33-053-05175-0000
27555.86169024841,JOHNSTON 7-6 #3TFH,33-053-05187-0000
26092.538146098395,DWYER  150-101-35-26-4H,33-053-05219-0000
27368.241890366287,EIDE 150-99-7-6-4H,33-053-05225-0000
25983.98590467598,RINK 13X-4E,33-053-05252-0000
26211.079054951173,BRODERSON  31X-27H,33-053-05272-0000
26167.32652213634,WAHUS STATE 152-97-12-1-3H,33-053-05288-0000
25964.118184633193,TAT 3-33-28BH,33-053-05292-0000
25445.00068901748,JERRY 4-8H,33-053-05300-0000
26464.589161536212,ROLFSON 14X-34F,33-053-05414-0000
28820.492363011428,BRIER  5200 44-22 7B,33-053-05438-0000
25786.43218288447,HAGEN BANKS 5298 #42-31 8B,33-053-05511-0000
25954.31951419455,TALON 6-9-4H,33-053-05574-0000
25538.852540176897,KOALA  16-32-29-2H,33-053-04506-0000
22580.132994933843,TALLAHASSEE 3-16H,33-053-04853-0000
26536.480550186003,BULLY FEDERAL 44X-20A,33-053-04895-0000
25512.99345027157,FORT BERTHOLD 152-94-13B-24-2H,33-053-04927-0000
26153.40366801996,ROLLEFSTAD FEDERAL 14-3H-2,33-053-04737-0000
26031.174745771656,TAT 3-35-26BH,33-053-05180-0000
26131.2346324547,BRODERSON 31X-27C,33-053-05271-0000
25671.245027267378,ROCHESTER FEDERAL 6-24H,33-053-05282-0000
26346.485034859965,RICK 16X-12H,33-053-05387-0000
25854.830050882178,FEDELER 1-33H,33-053-05388-0000
25591.027754812818,BB-BELQUIST- 150-95-1110H-7,33-053-05402-0000
25271.081931031367,HAGEN 149-100-9-4-7H,33-053-05447-0000
25095.0278581256,LUCY 14X-32F,33-053-05465-0000
25106.777172566373,GAJEWSKI  31-18H,33-053-05480-0000
19560.740492693523,CANON 12-36H,33-053-05490-0000
26251.037791325507,HAGEN BANKS 5298 #42-31 6T,33-053-05513-0000
26607.094062328564,HAGEN BANKS 5298 #42-31 2T2,33-053-05517-0000
25216.96193025837,ROWE 150-101-1-12-6H,33-053-05549-0000
25703.00436957711,LILLIBRIDGE 21-27MBH,33-053-05562-0000
25670.35656052327,SOVIG 24-22-3H,33-053-05604-0000
25574.016856497143,CRAIG SKAAR 150-99-15-22-4H,33-053-05623-0000
18689.160565514972,SAND CREEK STATE  153-96-16-4H,33-053-05638-0000
25004.09075156303,LANSING 3-25AH,33-053-05643-0000
25221.20257396344,BERLAIN 3-30H,33-053-05686-0000
25561.91092309806,HAYMAKER 31-15MBH-B,33-053-05689-0000
26074.032154808738,LUELLA FEDERAL 13-35H,33-053-05712-0000
25298.86259419581,ECKERT FOUNDATION 152-102-22-15-9TFH,33-053-05759-0000
25850.77519107696,WHITE 5198 13-6 12B,33-053-05771-0000
26640.532858041708,BW-R PETERSON- 149-99-1102H-5,33-053-05816-0000
25294.81472035128,COPPER DRAW 11-27MBH,33-053-05889-0000
25722.197542202728,DURHAM 7-2H,33-053-06045-0000
26594.15042606362,UHLMAN 1-7H,33-053-06047-0000
25212.891617813297,HA-THOMPSON- 152-95-1720H-7,33-053-06058-0000
21934.910687050906,ALPHA 4-14H1,33-053-06086-0000
25142.55917209901,JAMES FEDERAL 16X-35HA,33-053-06096-0000
24955.010418118443,GRAMMA FEDERAL  5300 41-31 12B,33-053-06231-0000
25178.778499015792,THOMPSON 4-29-32THD,33-053-06414-0000
30469.905014784672,MONROE 7-2H,33-053-06587-0000
26020.529920115,CLARK GRISWOLD FEDERAL 3-17-20H,33-053-06651-0000
25494.75982020619,RINK 12X-4C,33-053-06678-0000
27184.63741826438,WAHUS STATE 152-97-12-1-12H,33-053-06847-0000
26593.03855001342,SMOKEY 2-16-21-16HU3,33-053-06869-0000
26375.555384484323,SEQUOIA 31-4MBH,33-053-05657-0000
25825.41446405072,KIRKLAND 22-15-23-14LL,33-053-05695-0000
19859.782771712282,MOBERG 2-18BH,33-053-05810-0000
25898.116684763005,EMMA OWNER 23-14HC,33-053-06290-0000
31228.430385890355,MARY  1-16XH,33-053-06350-0000
19598.831071479748,ARCTIC 150-94-36BH,33-053-06475-0000
25436.45648242695,BB-OLE ANDERSON- 151-95-3130H-7,33-053-06508-0000
25581.17967425271,AMUNDSON 44X-22H,33-053-06740-0000
25869.587476332126,BAIT  149-95-36C-25H,33-053-06873-0000
25823.210230364468,AN-GUDBRANSON- LW-153-94-2215H-1,33-053-07895-0000
25667.6591079923,WAHPETON 14-16H2,33-053-04730-0000
25773.58338347425,SIVERTSON RUSH 1-7-9MBH ULW,33-053-05922-0000
24655.10263419116,FOREMAN 36-35-1-2LL,33-053-06128-0000
25419.720577386368,HOFFMANN 149-98-11-2-2H,33-053-05329-0000
25429.237905285325,NORMAN 34-33TFH,33-053-05509-0000
25819.843929814913,LILLIBRIDGE 21-27TFH,33-053-05560-0000
25385.952877164174,POLK FEDERAL 3-33H1,33-053-05566-0000
25184.39420876349,BERQUIST 31X-2C,33-053-05582-0000
25796.57965886951,ANDERSON 152-96-26B-25-2HS,33-053-05642-0000
24857.488776825383,HAYMAKER 21-15MBH,33-053-05693-0000
25194.36092786638,ROLFSRUD BULL 44-10MBH ULW,33-053-05734-0000
25516.61711208796,MOBERG 4-20-21BH,33-053-05786-0000
25996.110867222043,BW-KRAETSCH- 149-99-1423H-5,33-053-05817-0000
26272.22459343898,DAVE 11X-16A,33-053-05818-0000
25060.06839755231,STATE 1-16-21BH,33-053-05825-0000
25118.105144395347,USA 153-95-22D-15-1HS,33-053-05783-0000
26167.177067991113,JAMESTOWN FEDERAL 3-17H1,33-053-05857-0000
25930.264603063733,RIECKHOFF 21X-3F,33-053-05865-0000
25763.74643082989,AN-BRENNA- LE-153-94-3130H-1,33-053-05933-0000
26387.332715606175,BAILEY 4-24H2,33-053-06001-0000
26088.636829855637,JAMESTOWN FEDERAL 6-17H,33-053-06013-0000
26138.865881367157,GARIETY 150-99-36-25-11H,33-053-06015-0000
24955.19490384517,CHALMERS 5300 21-19 9B,33-053-06023-0000
24951.46910632919,BROOKS 2-4H1,33-053-06095-0000
26607.56084711449,JOHNSON 24X-31EXH,33-053-06113-0000
26908.177578342238,SKEDSVOLD 21-4-5H,33-053-06163-0000
24854.673776513344,TARPON FEDERAL 44-19-1RH,33-053-06212-0000
25418.221414009284,WISNESS 150-100-23-14-12TFH,33-053-06241-0000
25321.187564174394,SKARSTON 1-12 XE #1H,33-053-06333-0000
24977.618290982027,PAULSON 36-1  #4H,33-053-06442-0000
27903.105590776093,HOLSTEIN FEDERAL 6-25H,33-053-06446-0000
22243.472028296303,HENDRICKSON  11-36H2,33-053-06450-0000
22176.035788354962,HENDRICKSON  12-36H,33-053-06476-0000
26444.701039733838,SYRACUSE 5-23H,33-053-06528-0000
25258.745710941388,SUN NOTCH 42-32TFH,33-053-06572-0000
26214.668402482228,FORT BERTHOLD 152-93-7C-6-11H,33-053-06581-0000
26075.400060256026,LUNDIN 14X-33F,33-053-06619-0000
19596.04760889297,MANDAN 3W-1H-BK,33-053-06666-0000
26112.548167930683,EMMA OWNER 23-14HA,33-053-06709-0000
24346.75045586166,AMUNDSON 44X-22CXD,33-053-06741-0000
25740.40273842078,SORENSON 31X-28G,33-053-06791-0000
25881.4488869924,HYSTED 5200 11-30 9T,33-053-06895-0000
26048.532835651225,STENEHJEM 10H,33-053-06912-0000
25714.893505284053,WATSON B N34-11-1H,33-053-04840-0000
25526.11610507952,CEYNAR 5200 11-28B,33-053-05078-0000
26197.119838493694,CAPITOL 24-7MBH,33-053-05153-0000
26108.26412000614,TAT 3-33-28TH,33-053-05291-0000
25348.7679003221,WISNESS 14-34H,33-053-05298-0000
19590.931290086748,MANDAREE 110-05H,33-053-05393-0000
25511.820314544395,STAFFORD 13-34TFH,33-053-05568-0000
25577.76469208363,WALTON FEDERAL 41X-19H,33-053-05648-0000
25689.47191959383,BULLRUSH 44-10MBH,33-053-05671-0000
25375.6199924258,BERLAIN 2-30H,33-053-05687-0000
28271.742185617073,CINCINNATI 2-30H1,33-053-05762-0000
26204.352649147815,CALVIN 2-13H,33-053-05854-0000
24620.76576194169,SHENANDOAH 24-36MBH,33-053-05895-0000
24761.142910011244,RIECKHOFF 21X-3A,33-053-05898-0000
25155.40563521288,STENEHJEM 27-34-3H,33-053-05915-0000
25097.976165581556,KLINE FEDERAL  5300 31-18 6B,33-053-06057-0000
25715.42157368609,RANGER 21X-18F,33-053-06068-0000
22147.9824916763,ALPHA 5-14H,33-053-06088-0000
25134.45879823952,JAMES FEDERAL 16X-35HB,33-053-06093-0000
25581.989508433468,NELSON 24X-11A,33-053-06140-0000
26325.283962383008,BB-BELQUIST- 150-95-1110H-11,33-053-06150-0000
25238.00954451242,AMUNDSON 34X-22C,33-053-06159-0000
25218.932533969393,BW-STOVELAND- 149-100-1003H-3,33-053-06184-0000
26058.968977578526,BW-HAGEN- 149-100-1522H-2,33-053-06186-0000
26360.887732707335,GRANLI 34X-20D,33-053-06207-0000
19644.55144385842,MOSES 21X-9B,33-053-06208-0000
25228.566759798305,PATENT GATE 7-6 #2H,33-053-06328-0000
26436.873357537952,CHERYL 17-20 #7H,33-053-06349-0000
25389.199367928086,OLSON 152-96-30-31-3H,33-053-06355-0000
26282.11622280253,ETSTATIS 32-29HA,33-053-06429-0000
19544.44835233013,MAGNUM 36-11-TF2,33-053-06461-0000
25523.62060760385,LEE 151-101-8-5-1H,33-053-06472-0000
25569.267021172116,ARNEGARD 150-100-23-14-3H,33-053-06499-0000
25301.221812444157,BB-OLE ANDERSON- 151-95-3130H-6,33-053-06507-0000
25252.059512065545,BB-OLE ANDERSON- 151-95-3130H-8,33-053-06509-0000
26495.332015706088,SYRACUSE 6-23H1,33-053-06530-0000
26270.74099918767,FORT BERTHOLD 152-93-7C-6-7H,33-053-06585-0000
22690.04440990806,HENDRICKSON FEDERAL 6-36H,33-053-06618-0000
25989.717635010966,STATE 7-25-24BH,33-053-06715-0000
26116.20320860021,TOBACCO GARDEN 24X-32A,33-053-06724-0000
25382.255052764718,ANDERSMADSON 5201 14-25 13BX,33-053-06765-0000
25637.162498312875,SORENSON 31X-28H,33-053-06789-0000
25067.400637132283,ANDERSMADSON 5201 42-24 4T,33-053-06861-0000
27042.973900072455,NORDENG 34X-23A,33-053-06875-0000
25868.75705553709,NORDENG 34X-23EXF,33-053-06877-0000
25714.225965579833,HYSTED 5200 12-30 11T,33-053-06892-0000
26242.260644024173,HA-DAHL- 152-95-0706H-5,33-053-05969-0000
25785.33189849609,HA-SANFORD- 152-96-1819H-3,33-053-05988-0000
26855.968660096773,JONES 2-15-23TH,33-053-06248-0000
24534.702320590728,HOMER 14X-32A,33-053-06397-0000
25700.55711788365,JOHNSRUD  5198 12-18 8T2,33-053-06979-0000
25522.85705477347,ROLFSON N  5198 13-17 8T,33-053-07039-0000
25427.49951140497,FOREMAN 4-2-1BHR,33-053-07073-0000
25994.081974605295,TAT 5-33-28T2HD,33-053-07088-0000
25521.27422345718,LAWLAR N 5199 41-23 2B,33-053-07109-0000
26225.733048103728,AN-EVENSON- 152-95-0310H-10,33-053-07138-0000
25033.632522069187,HA-STATE- LW-152-95-1621H-1,33-053-07170-0000
25115.279936343533,HA-STATE- 152-95-1621H-8,33-053-07172-0000
25890.546163424206,LUND 21X-17E,33-053-07190-0000
26235.36249774529,MALM 149-98-11-2-6H,33-053-07229-0000
25727.201321783916,FORT BERTHOLD 152-94-22D-15-11H,33-053-07232-0000
19844.545461987786,SKAAR FEDERAL 153-96-30-3H,33-053-07287-0000
25107.43734516926,GULLIKSON 14-35H,33-053-07291-0000
26219.145116362968,MOBERG FEDERAL 149-95-29-32-14HLW,33-053-07298-0000
25696.351117948634,FORT BERTHOLD 152-94-13B-24-12H,33-053-07343-0000
25507.070878501512,TOBACCO GARDEN 31X-29CXD,33-053-07356-0000
25658.494929367935,TIPI V 2-13-12TH,33-053-07452-0000
25634.406389118903,TIPI V 4-13-12BH,33-053-07453-0000
25872.48521700998,TARENTAISE FEDERAL 6-19H1,33-053-07547-0000
25578.09395486888,TARENTAISE FEDERAL 11-19H,33-053-07554-0000
25820.847537912072,TARENTAISE FEDERAL 12-19H2,33-053-07555-0000
24985.527541006613,YELLOWSTONE 2H,33-053-07583-0000
27021.777374739806,FLATLAND 24-9-1XH,33-053-07669-0000
25601.323361672148,LILLIBRIDGE 3B UTFH,33-053-07711-0000
26590.823539379144,HAGEN BANKS 5198 12-6 13TX,33-053-07881-0000
24991.361345955123,ND LEVANG 8-16-21BHD,33-053-07913-0000
26375.480912817497,ETSTATIS  32-29HXR,33-053-07954-0000
24981.96649080292,LIZZIE RAE 8-17-1H,33-053-07559-0000
25315.82808160934,HA-GRIMESTAD- 152-95-3031H-7,33-053-07637-0000
26146.670243166718,PATSY 5198 12-17 7T,33-053-07797-0000
25558.43631880675,MOBERG 17-16-20-21LL,33-053-05781-0000
24929.835042574992,SALERS FEDERAL 7-27H,33-053-05920-0000
24676.262411345848,WILEY  5-25H,33-053-06006-0000
25468.56533016534,PAULSON 150-101-23-14-1H,33-053-06117-0000
25440.516499648744,KINGS CANYON 6-1-27MBH,33-053-06281-0000
25748.986956152276,MORGAN 41-28MBH,33-053-06424-0000
28867.846760659166,HOLSTEIN FEDERAL 9-25H1,33-053-06625-0000
19562.685636243812,ARIKARA 3W-3H-BK,33-053-06785-0000
26215.615930893175,HEATHER USA 13-35TFH,33-053-06867-0000
24673.355181979205,GUY FEDERAL 24X-35B,33-053-05632-0000
25595.123357172943,BLUE ANGEL 150-99-5-8-4H,33-053-05739-0000
25837.512102539982,LINSETH 3-22-15BH,33-053-05881-0000
25189.823283072074,STENEHJEM 27-34-2H,33-053-05914-0000
25232.38426907969,TARPON FEDERAL 24-20-1H,33-053-05976-0000
25358.916760636683,FOREMAN 1-2-1BH,33-053-06122-0000
25472.58512949952,NELSON 24X-11E,33-053-06141-0000
25397.30030342792,BW-HAGEN- 149-100-1522H-3,33-053-06187-0000
25578.540075307268,BB-CHAPIN A- 151-95-0403H-10,33-053-06197-0000
26214.685201667024,EMMA OWNER 23-14HX,33-053-06289-0000
26357.90539565692,CHERYL 17-20 #8TFH,33-053-06348-0000
19737.60650699319,AVALANCHE 36-17-TF2,33-053-06392-0000
29491.066375092305,THOMPSON 153-95-8D-6-2H,33-053-06628-0000
25982.652063251742,GARIETY 150-98-6-7-4H,33-053-06635-0000
25709.74056202046,LUNDIN 14X-33E,33-053-06637-0000
25799.924457253746,CHERRY STATE 31-16HU,33-053-06665-0000
25744.40463619425,ANDERSMADSON 5201 14-25 12T,33-053-06766-0000
26324.474471951,CURTIS 21-16 TFH-3NH,33-053-06783-0000
27613.968597521438,RICHARD 8-5 #4TFH,33-053-06816-0000
25676.3180259242,HENDERSON 36-25-35-26BH,33-053-06843-0000
25834.438872948256,WAHUS FEDERAL 152-97-13-24-11H,33-053-06846-0000
25459.339911335093,NORDENG 34X-23F,33-053-06879-0000
25416.849309513167,USA 153-95-9C-4-3H,33-053-06710-0000
26528.186655706417,FLATLAND FEDERAL 11-4-3TFH,33-053-06749-0000
25282.29114570315,AN-BRENNA- 153-94-3130H-3,33-053-06968-0000
25123.40104690446,HA-SWENSON- 152-95-1819H-10,33-053-07124-0000
25124.043404675132,HA-STATE- 152-95-1621H-7,33-053-07173-0000
25794.361330189975,ROLFSON S 5198 11-29 2TX,33-053-07266-0000
25524.809411088656,FORLAND  5198 41-33 3B,33-053-07391-0000
32695.52785603713,HEREFORD FEDERAL 5-20H,33-053-07427-0000
25569.50740296731,GRADY USA 21-4H,33-053-07472-0000
25804.274191476496,BB-FEDERAL 151-95-1708H-7,33-053-07476-0000
25327.21157624937,LASSEN 3-1-26UTFH,33-053-07515-0000
25221.44802015935,HA-ROLFSRUD- 152-96-1720H-10,33-053-07570-0000
25252.42393360487,ANDERSON RANCH 3A-MBH,33-053-07585-0000
25298.930656302455,PATENT GATE 7-6 XW #1H,33-053-07629-0000
25553.47066322694,HELSINGBORG FEDERAL 153-96-27-22-11H,33-053-07698-0000
25727.734944343625,ND LEVANG 2-16-21T2HD,33-053-07945-0000
25560.004279751207,ARIKARA 150-94-32D-29H TF,33-053-03786-0000
25382.254489946317,TARPON FEDERAL 44-19-1RTF,33-053-04027-0000
26656.276506226444,FORT BERTHOLD 152-93-7D-6-4H,33-053-04535-0000
26066.106101096113,EDNA 11-2 6H,33-053-04829-0000
25939.87657349973,EDNA 11-2 3H,33-053-04831-0000
25356.470828112102,ANTELOPE 2-23H,33-053-04102-0000
25725.055164496735,ROCHESTER 5-24H1,33-053-04378-0000
25479.554876851755,LOOMER 41X-4C,33-053-04987-0000
25244.590815541058,TRIANGLE 150-101-36-25-7H,33-053-04549-0000
25886.029014680873,DURHAM 5-2H,33-053-04622-0000
26309.17306030161,ROLLEFSTAD FEDERAL 12-3H-3,33-053-04739-0000
26182.573195942754,ROEN 24-10-3H,33-053-04772-0000
26035.45894641383,EDNA 11-2 5TFH,33-053-04832-0000
25492.633396824658,JOHNSON 1-4-9BH,33-053-04961-0000
25663.223159270154,ZORRO 3-35-26BH,33-053-05087-0000
24642.149845571512,HA-THOMPSON 152-95-2017H-3,33-053-05093-0000
24839.878426634863,KELTER FEDERAL 7-12H3,33-053-05126-0000
27031.96572241094,KUHN FEDERAL 3-12H,33-053-05145-0000
25810.80120788388,FRICK 24-8-1HU,33-053-07761-0000
25027.538644079643,CANYON 152-94-16A-21H-TF2,33-053-07962-0000
26456.290554847255,FLICKA USA 13-16TFH,33-053-05318-0000
26400.943264785066,FORT BERTHOLD 152-93-7D-6-3H,33-053-04536-0000
25434.21752852641,GREENSTEIN 30-31 3TFH,33-053-04656-0000
25660.923144004388,ROLLEFSTAD FEDERAL 7-3H-1,33-053-04726-0000
26067.592743253066,FORT BERTHOLD 152-94-11B-14-6H,33-053-04970-0000
26264.303433521705,BW-ERLER 149-99-1522H-2,33-053-05023-0000
27178.28877415942,SKARSTON 1-12 #3TFH,33-053-05081-0000
27074.373543498656,SKARSTON 1-12 #7H,33-053-05082-0000
26251.86755933566,PATTERSON FEDERAL  5-13H,33-053-05147-0000
24963.128533581283,BW-ELLEN IDA- 150-99-3031H-2,33-053-05154-0000
27347.4773244645,JOHNSTON 7-6 #4H,33-053-05186-0000
24166.797286227236,BOWLINE 1-3-10H,33-053-05251-0000
24850.686242759977,BRODERSON 31X-27D,33-053-05273-0000
25552.393676618634,SCOTT 150-99-13-24-4H,33-053-05275-0000
25537.186623763002,SKAAR 150-99-15-22-2H,33-053-05312-0000
25021.44085125595,STATE 152-102-36-25-6H,33-053-05381-0000
25535.01063735827,AN-GUDBRANSON- 153-94-2215H-6,33-053-05454-0000
28336.59824953588,CINCINNATI 3-30H,33-053-05761-0000
25631.69740770205,DURHAM  4-2H,33-053-04621-0000
24946.36742695016,BILL 14-23 4TFH,33-053-05001-0000
24473.420671661326,WASHBURN 43-36MBH,33-053-05007-0000
25255.47754691049,DUKE 34X-31B,33-053-05073-0000
26296.47836236632,LOOMER 24X-34E,33-053-05172-0000
25162.271421556918,SCHLOTHAUER 24-8-2H,33-053-05227-0000
25623.956214261685,JERRY 2-8H,33-053-05294-0000
20247.584331571506,MACK 13-2H3,33-053-05342-0000
26011.6745582152,JAN 14X-34A,33-053-05353-0000
26181.777159696398,EMMA 13-7H,33-053-05357-0000
25915.122855475718,BW-SHARON-LE- 150-100-2536H-1,33-053-05366-0000
25274.978121842163,RIBBON 152-94-18B-19H,33-053-05386-0000
25112.353299173297,BB-BELQUIST- 150-95-1110H-6,33-053-05401-0000
25009.279468997105,ROLFSON 14X-34A,33-053-05417-0000
26238.528411907937,BONNER 9X-12HB,33-053-05427-0000
28479.579086652597,BRIER  5200 44-22 6T2,33-053-05439-0000
25497.44551911034,AN-GUDBRANSON- 153-94-2215H-4,33-053-05452-0000
25141.736307106956,GAJEWSKI  31-18-2H,33-053-05481-0000
24772.53722984588,MOBERG 2-22-15TH,33-053-05523-0000
24848.725990207226,MOBERG 2-22-15BH,33-053-05524-0000
24822.655368360574,ARCHES 34-35MBH,33-053-05531-0000
26450.905675929134,GARIETY 150-99-36-25-5H,33-053-05612-0000
25551.670682137403,BULLRUSH 34-10TFH-B,33-053-05670-0000
26359.24063322766,BW-SORENSON- 149-99-1324H-4,33-053-05798-0000
26371.96985361541,WEHRUNG 150-99-14-23-5H,33-053-05803-0000
20125.77742697161,MOBERG 3-18TH,33-053-05811-0000
25800.508318653337,JESSE 14X-12H,33-053-05853-0000
25240.246483790525,GAJEWSKI  31-18TFH,33-053-05858-0000
24656.751516037144,SHENANDOAH 34-36MBH,33-053-05897-0000
25138.03865603679,USA 153-96-24C-13-3H,33-053-05959-0000
26056.634479233882,JORE FEDERAL 2-11-8H,33-053-06078-0000
31286.261185772903,FLORIDA FEDERAL 4-11H1,33-053-06085-0000
25475.117994945576,HA-SANFORD- 152-96-1819H-10,33-053-06644-0000
26503.22126316158,FLATLAND FEDERAL 11-4-4TFH,33-053-06748-0000
25835.298156754452,WAHUS FEDERAL 152-97-13-24-4H,33-053-06848-0000
26690.28236198523,KOALA 4-4-31-13H,33-053-05591-0000
25727.97904027637,GARIETY 150-99-36-25-4H,33-053-05613-0000
25063.259415399265,GUNDER T. 31-30-3H,33-053-05887-0000
26063.419240191797,JOHNSON 4-9-4BH,33-053-06032-0000
25974.644997766572,DURHAM 6-2H1,33-053-06046-0000
25403.604388070602,SATTER 31X-1D,33-053-06335-0000
26651.233499978945,RICHARD 8-5 #5H,33-053-06370-0000
26349.380808064543,ECKERT 41X-6D,33-053-06390-0000
26337.338400073764,AN-PROSSER- 152-95-1102H-5,33-053-06532-0000
24815.555916321922,STATE 5-36-1TH,33-053-06799-0000
25501.91894662047,AN-EVENSON- LE-152-95-0310H-1,33-053-07016-0000
25828.768752412492,RACHEL WOLF  27-34HC,33-053-07259-0000
25512.874563443453,FORLAND 5198 44-33 12B,33-053-07400-0000
25668.055583421195,TIPI V 3-13-12T2H,33-053-07454-0000
25203.52895227968,HA-ROLFSRUD- 152-96-1720H-9,33-053-07571-0000
25319.190798949323,MORK FARM 24-8-2H,33-053-05139-0000
25486.913137655567,RINK 13X-4A,33-053-05253-0000
25373.3792538558,BW-ARNEGARD STATE- 151-100-3625H-3,33-053-05376-0000
25775.46373973512,JOHNSON 3-9-4TH,33-053-06031-0000
24757.449145346134,WASHBURN 41-36MBH,33-053-05014-0000
25270.135035114075,LLOYD 34-3 #3H,33-053-05044-0000
25869.892927109304,SC-4WX- 153-98-3130H-1,33-053-05192-0000
25297.90209330608,EXCALIBUR 1-25-36H,33-053-05210-0000
23556.69247226571,HARLEY 41-2MBH,33-053-05212-0000
24338.45006897522,LORAINE FEDERAL 1X-20H,33-053-05256-0000
25267.992517997944,HONOLULU 2-22H2,33-053-05323-0000
25180.144533987488,HA-LINK- 152-95-3526H-5,33-053-05360-0000
25732.493835802234,BW-ARNEGARD STATE- 151-100-3625H-2,33-053-05377-0000
23948.213378872337,RUBY STATE FEDERAL 34X-36B,33-053-05431-0000
27521.92110376018,KUHN  7-13H,33-053-05462-0000
26239.298238712483,KIRKLAND 2-23-14TH,33-053-05526-0000
25240.039549511406,CHERRY CREEK STATE 44X-36D,33-053-05534-0000
25824.15689799185,SKAAR FEDERAL 41-3TFHU,33-053-05558-0000
25445.20619640564,SHAFERMAKER 11-15MBH-ULW,33-053-05659-0000
26207.699058437007,MOBERG 2-17-16TH,33-053-05678-0000
26321.853083172165,AN-EVENSON- 152-95-1003H-7,33-053-05720-0000
24646.10735422736,LANGWALD 24-9HU,33-053-05742-0000
25669.88288228834,MOBERG 1-20-21BH,33-053-05780-0000
25275.921014878964,HA-SWENSON- 152-95-1819H-7,33-053-05815-0000
26312.046280295268,NELSON FEDERAL 21X-5A,33-053-05843-0000
26057.158072669783,LINSETH 4-22-15BH,33-053-05883-0000
24932.102528274667,COPPER DRAW 41-27TFH,33-053-05928-0000
23843.15187137808,AN-BRENNA- 153-94-3130H-6,33-053-05930-0000
21797.430003211386,AN-BRENNA- LE-153-94-3129H-2,33-053-05934-0000
24826.130770156273,SHENANDOAH 44-36TFH,33-053-05948-0000
25024.77098160141,USA 153-96-24C-13-2H,33-053-05958-0000
25959.82689142784,SEVERIN 9-8-16-17LL,33-053-05973-0000
25534.99631258246,HA-SANFORD- 152-96-1819H-4,33-053-05989-0000
25014.678926294455,ERIC STRATTON FEDERAL 5-36-25H,33-053-06102-0000
26493.627933712665,BB-BELQUIST- 150-95-1110H-12,33-053-06151-0000
24962.365805349862,HELSINGBORG FEDERAL 153-96-22-27-3H,33-053-06173-0000
25411.572864417503,KOALA 13-31-30-3H3,33-053-06244-0000
25327.31180619846,SATTER 21X-1C,33-053-06339-0000
25595.166728507553,OLSON 152-96-30-31-1H,33-053-06362-0000
24426.656501128025,ANDERSON 148-100-7-6-2H,33-053-06382-0000
25725.042861188784,STENEHJEM 31X-28CXD,33-053-06541-0000
25656.06378171835,TOBACCO GARDEN 11X-17E,33-053-06592-0000
26117.70501588721,ROEN 24X-23AXD,33-053-06787-0000
25936.428506255445,HYSTED 5201 14-25 5TX,33-053-06788-0000
26229.707143893163,NORDENG 34X-23AXB,33-053-06876-0000
25347.41346111867,RAVIN 26-35-7H,33-053-05434-0000
25405.90846405812,NORMAN 21-4TFH 3SH,33-053-05500-0000
26000.274459905228,HAGEN BANKS 5298 #42-31 4T2,33-053-05515-0000
26125.37900682017,SKAAR FEDERAL 41-3TFH,33-053-05559-0000
24568.97934277287,JONSRUD 151-96-4A-10-1HS,33-053-05680-0000
24495.43013922393,PAULSON 36-1 3TFH,33-053-05777-0000
25571.564546818405,MORK TRUST 21-17-7H,33-053-05800-0000
25556.870730245908,STATE 2-16-21TH,33-053-05827-0000
25849.677445432466,PHYLIS 14X-12H,33-053-05851-0000
26174.902249981755,OMLID 41X-13C,33-053-05905-0000
25248.800557351235,SALERS FEDERAL  6-27H1,33-053-05921-0000
25433.332649420918,CHALMERS 5301 44-24 2TR,33-053-05924-0000
25524.701178466323,LUNDIN FEDERAL 31X-9G,33-053-05942-0000
25641.542426150965,AN-EVENSON- LW-152-95-1003H-2,33-053-05944-0000
24966.1337004531,WADE FEDERAL 5300 41-30 6B,33-053-05954-0000
24864.576921950633,USA 153-96-24D-13-6H,33-053-05962-0000
25230.52460763351,TARPON FEDERAL 24-20-2RTF,33-053-05978-0000
25285.79454167102,BRITT 151-102-4-9-2H,33-053-05982-0000
26351.68359175747,JAMESTOWN FEDERAL 7-17H,33-053-06014-0000
25497.74504233855,JOHNSON 24X-31A,33-053-06048-0000
24885.409938556364,WADE FEDERAL  5300 41-30 9B,33-053-06051-0000
25332.86668042328,RANGER 21X-18E,33-053-06065-0000
24615.997013895252,HAMMERHEAD 31-26TFH,33-053-06074-0000
25551.243540469804,STENEHJEM  15X-9H,33-053-06115-0000
25543.05582815024,FOREMAN 1-2-1TH,33-053-06124-0000
25238.93452524492,RADERMECHER 3-22H,33-053-06132-0000
24726.726294050735,MRACHEK 21-26H,33-053-06147-0000
25863.52883659923,JOHNSRUD 151-98-30-31-5H,33-053-06167-0000
26452.76070806977,MRACHEK 21-26-5H,33-053-06211-0000
25937.718907461775,TAT 5-35-26BH,33-053-06259-0000
26329.15803684007,MUSKRAT 150-94-04B-09H,33-053-06322-0000
25604.25237975911,OLSON 152-96-30-31-11H,33-053-06363-0000
19559.152195391805,AVALANCHE 36-16-MB2,33-053-06393-0000
24807.449831066875,PAULSON 36-1  #5TFH,33-053-06441-0000
24329.201027275845,AN-LONE TREE- 152-95-1207H-1,33-053-06444-0000
